replicate,condition,pre_primary,post_primary,improvement,pre_lines_cleared,post_lines_cleared,lines_improvement,pre_elo,training_steps,tutorial,pre_hole_avoidance,pre_stack_height_management,pre_surface_smoothness,pre_line_clearing_efficiency,post_hole_avoidance,post_stack_height_management,post_surface_smoothness,post_line_clearing_efficiency
20,rating_only,28.166666666666668,26.666666666666668,-1.5,0.16666666666666666,0.0,-0.16666666666666666,1500.0,40,rating_tier_board,-40.640424082090746,-13.170833333333334,-17.219903399070066,0.005555555555555556,-41.10258637063235,-13.010740249533352,-16.703115482856862,0.0
20,rating_history,28.166666666666668,26.666666666666668,-1.5,0.16666666666666666,0.0,-0.16666666666666666,1500.0,40,hole_management,-40.640424082090746,-13.170833333333334,-17.219903399070066,0.005555555555555556,-40.94135180273111,-13.070740249533353,-17.391757458165504,0.0
21,control,28.0,30.0,2.0,0.5,0.3333333333333333,-0.16666666666666669,1500.0,40,ordinary_practice,-39.3215949282616,-13.36583917250584,-18.49536202869536,0.013513513513513514,-34.91785664181497,-13.132407908449576,-16.428300865800868,0.010101010101010102
21,rating_only,28.0,27.166666666666668,-0.8333333333333321,0.5,0.0,-0.5,1500.0,40,rating_tier_board,-39.3215949282616,-13.36583917250584,-18.49536202869536,0.013513513513513514,-33.622708333333335,-12.529751984126984,-17.546160714285715,0.0
21,rating_history,28.0,28.5,0.5,0.5,0.16666666666666666,-0.33333333333333337,1500.0,40,height_management,-39.3215949282616,-13.36583917250584,-18.49536202869536,0.013513513513513514,-36.696105664488016,-12.881917909613989,-18.464731718898385,0.005555555555555556
22,control,29.833333333333332,30.833333333333332,1.0,0.0,0.5,0.5,1500.0,40,ordinary_practice,-33.47846593937703,-13.296694955121257,-18.21374932476183,0.0,-32.147765680201026,-13.149381904015524,-16.144530122655123,0.015151515151515152
22,rating_only,29.833333333333332,30.833333333333332,1.0,0.0,0.3333333333333333,0.3333333333333333,1500.0,40,rating_tier_board,-33.47846593937703,-13.296694955121257,-18.21374932476183,0.0,-31.935151636538595,-12.946896363122725,-15.535600096588,0.010258838383838384
22,rating_history,29.833333333333332,30.833333333333332,1.0,0.0,0.3333333333333333,0.3333333333333333,1500.0,40,hole_management,-33.47846593937703,-13.296694955121257,-18.21374932476183,0.0,-31.935151636538595,-12.946896363122725,-15.535600096588,0.010258838383838384
23,control,27.5,28.833333333333332,1.3333333333333321,0.0,0.16666666666666666,0.16666666666666666,1500.0,40,ordinary_practice,-36.18272577996716,-13.960960591133006,-22.466551724137933,0.0,-37.30597795033418,-13.5444020421551,-18.731629885532833,0.005208333333333333
23,rating_only,27.5,29.5,2.0,0.0,0.16666666666666666,0.16666666666666666,1500.0,40,rating_tier_board,-36.18272577996716,-13.960960591133006,-22.466551724137933,0.0,-35.499251204203766,-13.594298804716262,-20.680609643361066,0.005376344086021505
23,rating_history,27.5,29.5,2.0,0.0,0.16666666666666666,0.16666666666666666,1500.0,40,hole_management,-36.18272577996716,-13.960960591133006,-22.466551724137933,0.0,-35.499251204203766,-13.594298804716262,-20.680609643361066,0.005376344086021505
24,control,27.333333333333332,28.666666666666668,1.3333333333333357,0.0,0.16666666666666666,0.16666666666666666,1500.0,40,ordinary_practice,-39.468234697401364,-13.254586462919796,-18.483596650263316,0.0,-34.47115472142354,-13.240085054332365,-19.517273885015822,0.005555555555555556
24,rating_only,27.333333333333332,27.0,-0.33333333333333215,0.0,0.16666666666666666,0.16666666666666666,1500.0,40,rating_tier_board,-39.468234697401364,-13.254586462919796,-18.483596650263316,0.0,-35.21485829836405,-13.03597275436356,-21.381098035638264,0.005747126436781609
