replicate,condition,pre_primary,post_primary,improvement,pre_lines_cleared,post_lines_cleared,lines_improvement,pre_elo,training_steps,tutorial,pre_hole_avoidance,pre_stack_height_management,pre_surface_smoothness,pre_line_clearing_efficiency,post_hole_avoidance,post_stack_height_management,post_surface_smoothness,post_line_clearing_efficiency
29,rating_only,28.666666666666668,28.5,-0.16666666666666785,0.3333333333333333,0.16666666666666666,-0.16666666666666666,1500.0,40,rating_tier_board,-34.45619539411206,-12.816489197530863,-17.298625949667617,0.010763888888888889,-38.789362591431555,-13.457105538140022,-18.07206199930338,0.005050505050505051
29,rating_history,28.666666666666668,28.5,-0.16666666666666785,0.3333333333333333,0.5,0.16666666666666669,1500.0,40,hole_management,-34.45619539411206,-12.816489197530863,-17.298625949667617,0.010763888888888889,-41.296234839569465,-13.736988968858679,-18.266859180380486,0.01616161616161616
30,control,27.333333333333332,27.0,-0.33333333333333215,0.0,0.0,0.0,1500.0,40,ordinary_practice,-38.14661401492985,-13.097971313488555,-19.003762648590236,0.0,-40.768986042692944,-13.359982211275314,-15.506089217296113,0.0
30,rating_only,27.333333333333332,27.166666666666668,-0.1666666666666643,0.0,0.16666666666666666,0.16666666666666666,1500.0,40,rating_tier_board,-38.14661401492985,-13.097971313488555,-19.003762648590236,0.0,-39.993269613699724,-13.616437674233373,-19.562873357228195,0.005376344086021505
30,rating_history,27.333333333333332,26.666666666666668,-0.6666666666666643,0.0,0.0,0.0,1500.0,40,surface_management,-38.14661401492985,-13.097971313488555,-19.003762648590236,0.0,-39.32499857768675,-13.361024350002845,-18.856221198156682,0.0
31,control,29.333333333333332,27.5,-1.8333333333333321,0.5,0.0,-0.5,1500.0,40,ordinary_practice,-36.58967631093141,-13.34193386537658,-17.90969610560823,0.01667902607835867,-37.131921930772506,-13.706908013229853,-19.05622359760291,0.0
31,rating_only,29.333333333333332,28.166666666666668,-1.1666666666666643,0.5,0.0,-0.5,1500.0,40,rating_tier_board,-36.58967631093141,-13.34193386537658,-17.90969610560823,0.01667902607835867,-32.131680058292964,-13.048184253022963,-20.581770648706133,0.0
31,rating_history,29.333333333333332,28.166666666666668,-1.1666666666666643,0.5,0.0,-0.5,1500.0,40,surface_management,-36.58967631093141,-13.34193386537658,-17.90969610560823,0.01667902607835867,-31.772499392215742,-12.959642484021423,-19.675407875676694,0.0
32,control,26.666666666666668,28.333333333333332,1.6666666666666643,0.16666666666666666,0.0,-0.16666666666666666,1500.0,40,ordinary_practice,-37.102415757933,-13.371179552673805,-20.364230932966564,0.006172839506172839,-36.79045468902347,-13.317149370356638,-18.06883148628792,0.0
32,rating_only,26.666666666666668,27.666666666666668,1.0,0.16666666666666666,0.0,-0.16666666666666666,1500.0,40,rating_tier_board,-37.102415757933,-13.371179552673805,-20.364230932966564,0.006172839506172839,-37.33242109104178,-12.998009183239068,-18.096141823268262,0.0
32,rating_history,26.666666666666668,28.833333333333332,2.1666666666666643,0.16666666666666666,0.0,-0.16666666666666666,1500.0,40,height_management,-37.102415757933,-13.371179552673805,-20.364230932966564,0.006172839506172839,-36.95764205598813,-13.380728819058213,-17.65431733132836,0.0
33,control,29.0,25.666666666666668,-3.333333333333332,0.0,0.3333333333333333,0.3333333333333333,1500.0,40,ordinary_practice,-40.305734265734266,-14.265889665889667,-18.82031857031857,0.0,-40.697497316156735,-13.98305720715141,-21.389369916181508,0.012499999999999999
33,rating_only,29.0,24.333333333333332,-4.666666666666668,0.0,0.0,0.0,1500.0,40,rating_tier_board,-40.305734265734266,-14.265889665889667,-18.82031857031857,0.0,-36.37050260549202,-12.86445693822433,-18.298619990392524,0.0
33,rating_history,29.0,27.666666666666668,-1.3333333333333321,0.0,0.0,0.0,1500.0,40,height_management,-40.305734265734266,-14.265889665889667,-18.82031857031857,0.0,-33.93899501945479,-13.012195339781547,-20.160027180142123,0.0
34,control,27.166666666666668,26.166666666666668,-1.0,0.0,0.16666666666666666,0.16666666666666666,1500.0,40,ordinary_practice,-41.4394104687583,-14.169102033232468,-19.07494160428943,0.0,-37.25861111111111,-13.03096459096459,-21.982533577533577,0.005555555555555556
